"","HIGH","LOW","MOD"
" ENSG00000126368.6|NR1D1",0,0,0
" ENSG00000229152.2|ANKRD10-IT1",0.0760497668303945,0.0159352699712708,0.0139232398299664
" ENSG00000141480.18|ARRB2",0.0167152490221419,0.048835684415937,0.00264483628446716
" ENSG00000068912.15|ERLEC1",0.0310010322829047,0.034347855978204,0.0168895544997835
" ENSG00000290738.1|URAHP",0.064166506057987,0.0167256079680554,0.00794730037712371
" ENSG00000162129.15|CLPB",0.0210951215657428,0.0142981774211545,0.0116470187068038
" ENSG00000126870.16|DYNC2I1",0.00777079472728037,0.0159176788102594,0.00549232072842365
" ENSG00000198258.11|UBL5",0.0390140426313847,0.0242572375931075,0.0127584734285669
" ENSG00000100911.16|PSME2",0.0402707096531365,0.185118270285603,0.0141000078346168
" ENSG00000074842.8|MYDGF",0.0267555262688921,0.0977711290133139,0.0138240546106466
" ENSG00000007392.17|LUC7L",0.0280265613773055,0.422809334153194,0.0113895803004176
" ENSG00000171574.19|ZNF584",0.0287984742757981,0.0383129800074692,0.0111335712300535
" ENSG00000145012.15|LPP",0.00335437430142794,0.00706551808251943,0.00807444446036398
" ENSG00000140022.14|STON2",0.078803884023735,0.0392240382850503,0.0154275419997095
" ENSG00000136868.11|SLC31A1",0.00229499014281266,0.00824963440386661,0.00207601589097004
" ENSG00000180891.13|CUEDC1",0.0192617273048379,0.0919021917057932,0.0117576684444306
" ENSG00000182255.7|KCNA4",0.0711023538742862,0.0951592945891949,0.00685526040915152
" ENSG00000206567.10|ENSG00000206567",0.00209115442333296,0.0011876686502077,0.00835657959867631
" ENSG00000178789.9|CD300LB",0.255105156484706,0.0137749543368831,0.0145030988636131
" ENSG00000114126.18|TFDP2",0.0208542052546622,0.17201619931078,0.00930570007687818
" ENSG00000284024.4|MSANTD7",0.00487384214824587,0.00656814140996049,0.00368599731680053
" ENSG00000100554.12|ATP6V1D",0.011803110777414,0.109856364956787,0.00991853406386943
" ENSG00000177943.14|MAMDC4",0.0193124775390726,0.0601493165021091,0.00665566251413158
" ENSG00000111731.13|C2CD5",0.0335716744480166,0.104172647750604,0.0143785205947082
" ENSG00000105792.19|CFAP69",0.0544632576628886,0.0595988751506559,0.0124685337314504
" ENSG00000101624.11|CEP76",0.0198197041784803,0.0123293286885284,0.00536135010507466
" ENSG00000172943.21|PHF8",0.0518902283621963,0.0406734007582655,0.014507188572584
" ENSG00000278730.1|ENSG00000278730",0.0109259322313356,0.0170937621393705,0.0118050056569395
" ENSG00000173210.21|ABLIM3",0.0279410485381696,0.0230122044262194,0.0124756928413885
" ENSG00000167202.12|TBC1D2B",0.0142938250825373,0.0103531106178449,0.00484696556757347
" ENSG00000185630.20|PBX1",0.0205411842579209,0.0296984193086917,0.0123202388945685
" ENSG00000251359.4|WWC2-AS2",0.0444863911260732,0.0315234752896703,0.00522763939326831
" ENSG00000106588.12|PSMA2",0.045522879832099,0.0276929183189192,0.0186696563361035
" ENSG00000131042.15|LILRB2",0.118301472482946,0.0167963934188655,0.00998476688254532
" ENSG00000120798.17|NR2C1",0.05028498476957,0.0309749886686854,0.0159099289852027
" ENSG00000150527.18|MIA2",0.0098553206562726,0.0136362322404521,0.00995151555185525
" ENSG00000118898.16|PPL",0.0516207928445394,0.0331169153849822,0.00898900297780347
" ENSG00000165152.9|PGAP4",0.0409126741500029,0.0332534557789398,0.0109780976878424
" ENSG00000267801.1|ENSG00000267801",0.104910197274311,0.0506980450172554,0.0122286129841147
" ENSG00000248905.10|FMN1",0.0826663786081024,0.0298186424300945,0.00827142824592454
" ENSG00000213613.2|RPL11P3",0.0700204814944353,0.00341923449969161,0.00558257193891887
" ENSG00000146006.8|LRRTM2",0.0482295462487421,0.0159985649190497,0.00960949598821502
" ENSG00000125538.12|IL1B",0.16949957547299,0.00491468194118931,0.00522597336584041
" ENSG00000143847.16|PPFIA4",0.194235351306331,0.103809841255976,0.0113416242570658
" ENSG00000136504.15|KAT7",0.0163297632041748,0.0180526078414176,0.00571054821133611
" ENSG00000170921.16|TANC2",0.0253878147059518,0.00754981366384511,0.0114571651281284
" ENSG00000127824.15|TUBA4A",0.0749303415679323,0.028781643353402,0.0137547823004183
" ENSG00000011465.18|DCN",0.01041946430949,0.0817965613399951,0.00494285122875071
" ENSG00000204160.12|ZDHHC18",0.0170805881553983,0.0315779604107705,0.0117408204289077
" ENSG00000168806.8|LCMT2",0.036281225002782,0.120319466557162,0.0122334011814849
" ENSG00000124107.5|SLPI",0.218217750297839,0.148577646674018,0.0129717214564169
" ENSG00000185897.7|FFAR3",0.136271583486125,0.0321641145806419,0.014254062157169
" ENSG00000268516.4|ZNF8-DT",0.0348680210118473,0.0584582110829611,0.0121737532294569
" ENSG00000153015.17|CWC27",0.00919953012654362,0.0101433130485688,0.0104306589238657
" ENSG00000259515.1|ENSG00000259515",0.173290413000925,0.0998502358730844,0.0113390849921672
" ENSG00000134900.13|TPP2",0.00681812921019816,0.00923570989806699,0.00691191223261788
" ENSG00000151468.11|CCDC3",0.0182551371568778,0.0531487688383484,0.00595360715488913
" ENSG00000134250.21|NOTCH2",0.0441980051364553,0.175646966951344,0.0150423087054539
" ENSG00000182103.5|FAM181B",0.141766942733438,0.0468905871854153,0.0143316485066438
" ENSG00000133069.17|TMCC2",0.0831608563527858,0.0427083793527556,0.0110489451926294
" ENSG00000225377.6|NRSN2-AS1",0.0290673495572167,0.0168096294795423,0.00647763802951262
" ENSG00000179403.12|VWA1",0.0520146738905493,0.0535791517556065,0.0139840826053039
" ENSG00000112182.16|BACH2",0.0917416362625634,0.0505187635297801,0.011946545168075
" ENSG00000134013.16|LOXL2",0.0493379676953264,0.102312732206348,0.0146829929593254
" ENSG00000130349.10|MTRES1",0.0417814211484233,0.0280187378951583,0.0157812195361299
" ENSG00000159840.16|ZYX",0.0242420209944918,0.0350558810662149,0.00751494837842412
" ENSG00000123570.4|RAB9B",0.0894365470399246,0.0445189617482693,0.0117727203683478
" ENSG00000016402.14|IL20RA",0.0525688504076554,0.011031520201676,0.00880333733048146
" ENSG00000156931.16|VPS8",0.0399812149303506,0.0305311434395791,0.0162050974757893
" ENSG00000131876.18|SNRPA1",0.0159021656260436,0.0240100854976349,0.00637071842314596
" ENSG00000099203.7|TMED1",0.0541717255968505,0.0467048276317006,0.0157261508266083
" ENSG00000164338.10|UTP15",0.00633072883115997,0.0036606042860404,0.00884106823355069
" ENSG00000101883.6|RHOXF1",0.0169257811733907,0.00188469338808606,0.0112148014651584
" ENSG00000124216.4|SNAI1",0.16588490996198,0.0256716160421441,0.020582901387782
" ENSG00000234616.9|JRK",0.0068824919837468,0.0040725387101852,0.00782628343742453
" ENSG00000130511.16|SSBP4",0.0454906364113344,0.0538744214931232,0.0151601117716171
" ENSG00000198393.8|ZNF26",0.0118677254040103,0.0235117329890521,0.00625437249517001
" ENSG00000112531.17|QKI",0.0291567717429839,0.0269722037169955,0.0310210344010696
" ENSG00000260314.3|MRC1",0.0036509397546868,0.0012414787703946,0.000481442541410758
" ENSG00000100934.15|SEC23A",0.0191103581282545,0.0278831006633175,0.0135981833267508
" ENSG00000146063.20|TRIM41",0.00508923995846155,0.0423885581995607,0.00807228487382428
" ENSG00000065526.13|SPEN",0.054503839936257,0.0270593784727119,0.0129596093091031
" ENSG00000101246.20|ARFRP1",0.00275686333871961,0.00260423550237599,0.0116487399660278
" ENSG00000244306.11|DUXAP10",0.276795264102942,0.0268007338601326,0.0123901245143426
" ENSG00000138764.15|CCNG2",0.0323201698053929,0.0224933820240149,0.0120625284660069
" ENSG00000221817.12|PPP3CB-AS1",0.022417171747529,0.010019876278203,0.0136041619987222
" ENSG00000133612.20|AGAP3",0.0162975392604506,0.0231235608561227,0.00619766723807724
" ENSG00000236830.8|CBR3-AS1",0.0802165245727137,0.0429457092408575,0.0108539426199168
" ENSG00000159761.15|C16orf86",0.0305707674297394,0.053773684311396,0.00736119973284133
" ENSG00000197081.16|IGF2R",0.00291380753684082,0.00150318741254471,0.00688661376268341
" ENSG00000102547.19|CAB39L",0.0334015900482198,0.0209481293469903,0.0143430085195067
" ENSG00000143486.16|EIF2D",0.0148900416858126,0.0271727034690936,0.00703794996057538
" ENSG00000108468.15|CBX1",0.0196024230568183,0.154961745959285,0.0118368427831613
" ENSG00000158552.13|ZFAND2B",0.0393279733193418,0.0307363738622382,0.0210562844455617
" ENSG00000272325.2|NUDT3",0.020975454937908,0.0398912071407938,0.0104237602050405
" ENSG00000163464.8|CXCR1",0.0673688322637583,0.00177777046161909,0.00223587344666928
" ENSG00000104894.12|CD37",0.218784145077871,0.042190944881762,0.0180348875624182
" ENSG00000037757.14|MRI1",0.00600372728889187,0.0645163556208507,0.00643322622932086
" ENSG00000291082.1|HERC2P9",0.0425185311887476,0.0339031499176661,0.0152518774531317
" ENSG00000125772.14|GPCPD1",0.0182664354696028,0.0162056339473751,0.0103320602758297
" ENSG00000140090.18|SLC24A4",0.169878363322006,0.163911953431197,0.0124707360786391
" ENSG00000225891.2|DHDDS-AS1",0.118719216569296,0.0219442849592367,0.00911161334189925
" ENSG00000205189.13|ZBTB10",0.0153081333130857,0.0775180336622545,0.0115440648348922
" ENSG00000164077.15|MON1A",0.0578784636966094,0.0434468471444991,0.0169871685283366
" ENSG00000187650.4|VMAC",0.024043922094613,0.0386822909467081,0.00629879221497265
" ENSG00000119636.16|BBOF1",0.0661790118112389,0.0717479658016522,0.0141415750019991
" ENSG00000250349.3|ENSG00000250349",0.376643922950594,0.0238507110292582,0.0127383862836068
" ENSG00000234719.9|NPIPB2",0.0589806519612622,0.067418542985702,0.00794203150507411
" ENSG00000070367.16|EXOC5",0.00587101909854069,0.0140810711506058,0.00532386140535412
" ENSG00000115840.14|SLC25A12",0.0184021209303465,0.127136630436792,0.00844704258623685
" ENSG00000119720.18|NRDE2",0.0204198579897668,0.0679686542528617,0.00911528517831617
" ENSG00000055208.20|TAB2",0.0113482958662437,0.0178864916752343,0.00752565573482022
" ENSG00000138964.17|PARVG",0.195299185179196,0.0331727244349452,0.0189672688433107
" ENSG00000198900.7|TOP1",0.0397411947289137,0.0552357111239086,0.0177479056047772
" ENSG00000198920.11|KIAA0753",0.0637994051275945,0.0347738988901893,0.0165941745364022
" ENSG00000163682.17|RPL9",0.0156906534001435,0.0169056066209646,0.00965863638730658
" ENSG00000010704.19|HFE",0.0247439652364279,0.0173271432687981,0.0162731111642785
" ENSG00000110987.9|BCL7A",0.0198035484489186,0.0229019901980461,0.0047581153222338
" ENSG00000171224.9|FAM241B",0.0371918465795509,0.0321624576870873,0.00523999864478353
" ENSG00000225177.6|NHSL1-AS1",0.169827152615604,0.05510383967702,0.0132484194770955
" ENSG00000180539.8|LINC02908",0.0808382191438154,0.0521989071275065,0.00734333423542248
" ENSG00000107897.20|ACBD5",0.0271857954477436,0.0423476785347554,0.0148703971269125
" ENSG00000103671.10|TRIP4",0.042990499578345,0.0477752700271261,0.0183325429672114
" ENSG00000138448.13|ITGAV",0.0414180623256147,0.0421779843538017,0.0229878518536499
" ENSG00000139990.18|DCAF5",0.0339058925975674,0.069771544746097,0.0212487213249546
" ENSG00000114544.17|SLC41A3",0.0289069583548247,0.0239400811737064,0.0155511575469218
" ENSG00000165949.13|IFI27",0.0406940978071216,0.235175891809766,0.01481629642489
" ENSG00000106829.21|TLE4",0.0369935443500827,0.0100804285031204,0.0155144869331275
" ENSG00000100504.17|PYGL",0.0353376595047914,0.0789940030245926,0.0145576712933735
" ENSG00000272568.6|CPVL-AS2",0.107578923614045,0.0673483398782803,0.012235788365218
" ENSG00000120907.18|ADRA1A",0.0794584645768541,0.0367320183126315,0.01752140632536
" ENSG00000101605.14|MYOM1",0.0368309965300682,0.0558942358970506,0.015677942593498
" ENSG00000163938.17|GNL3",0.0322739416838446,0.048093895489421,0.0161261342004777
" ENSG00000164683.19|HEY1",0.0214161704320153,0.0179690291443583,0.00897744513191531
" ENSG00000147459.18|DOCK5",0.00604461701487495,0.00216173192686597,0.00151609257767216
" ENSG00000100714.18|MTHFD1",0.0189311111590605,0.0365176923405077,0.0076751281887541
" ENSG00000107890.17|ANKRD26",0.0110992705342201,0.0226110889849138,0.0097258083620231
" ENSG00000186104.11|CYP2R1",0.027202327767726,0.102319982139107,0.0073776861764604
" ENSG00000121289.18|CEP89",0.0101674556314956,0.00946710346416835,0.00716673896149289
" ENSG00000003147.19|ICA1",0.00734689386997056,0.0153563470594885,0.00902797502908212
" ENSG00000070182.21|SPTB",0.118630359193072,0.0224088510890036,0.0130951305291742
" ENSG00000104870.13|FCGRT",0.0274767091261312,0.0486145639316206,0.0142182946288999
" ENSG00000115255.12|REEP6",0.00935233660291301,0.019324929421918,0.00587513849128412
" ENSG00000180329.14|CCDC43",0.0160728356323001,0.021331194894001,0.00639746059580848
" ENSG00000126262.5|FFAR2",0.0557279333325468,0.0412948073301663,0.00706521957261965
" ENSG00000123600.21|METTL8",0.0192994256870683,0.0189120389114622,0.00638262580242912
" ENSG00000095627.10|TDRD1",0.100488797593235,0.100090485672815,0.00819098542848007
" ENSG00000132549.20|VPS13B",0.0240402963296143,0.0222305605028572,0.00689029524658743
" ENSG00000164742.16|ADCY1",0.0275766657059976,0.00728707030208542,0.0137290654220146
" ENSG00000167861.16|HID1",0.0127416251799374,0.0112442068355496,0.00507332442017772
" ENSG00000169129.16|AFAP1L2",0.0350458394229234,0.0291252034017189,0.00938568055036338
" ENSG00000167625.12|ZNF526",0.000866105174634813,0.00128266727980312,0.00473240770024498
" ENSG00000189362.12|NEMP2",0.0318989267247847,0.196105923833719,0.0115508493428205
" ENSG00000072609.18|CHFR",0.0270372468315666,0.0806270156787724,0.0149930147845525
" ENSG00000105327.18|BBC3",0.0512671844907197,0.0258616257996701,0.00774125642769963
" ENSG00000007168.14|PAFAH1B1",0.0299870371520766,0.102452121999523,0.0181338400275172
" ENSG00000082516.9|GEMIN5",0.0339779267865371,0.0386931387819067,0.0162051150939327
" ENSG00000129167.10|TPH1",0.0695468320809345,0.0152712394063965,0.0112814863978335
" ENSG00000115919.15|KYNU",0.165164887052098,0.0286847027309508,0.013196823528732
" ENSG00000290937.1|ENSG00000290937",0.164049297045056,0.0250740087176441,0.0186512411253453
" ENSG00000086570.13|FAT2",0.0885874386754101,0.0468396217266181,0.0136433756764567
" ENSG00000280302.1|ENSG00000280302",0.0662118653299841,0.0134426340302302,0.00881220579437854
" ENSG00000166349.11|RAG1",0.0697134470644334,0.0177208916070216,0.0103653219840371
" ENSG00000186591.13|UBE2H",0.0197446800495462,0.0123438545861703,0.016974989577945
" ENSG00000063978.17|RNF4",0.0277606485142975,0.051108713802347,0.0155204353697864
" ENSG00000172421.10|EFCAB3",0.190678717167113,0.0559649383444148,0.00993355962467799
" ENSG00000171303.8|KCNK3",0.301528484343205,0.0278435154823443,0.0145574672894122
" ENSG00000137414.7|FAM8A1",0.0190303885548729,0.046809794211556,0.00874419167593844
" ENSG00000275318.1|ENSG00000275318",0.0979838389857876,0.0977644406118352,0.0107379643290624
" ENSG00000127472.11|PLA2G5",0.0912730311487128,0.0332259869151554,0.00948891657565032
" ENSG00000155366.17|RHOC",0.0241342492238082,0.173807302812434,0.0145543446634174
" ENSG00000113296.14|THBS4",0.025852903963776,0.0174302966560501,0.00786868866757055
" ENSG00000019991.18|HGF",0.106621302043142,0.0393099222140639,0.0135272067081553
" ENSG00000172935.10|MRGPRF",0.0623202397103412,0.158320979338409,0.0133887588818986
" ENSG00000082996.20|RNF13",0.0172656306109649,0.049070566554972,0.0101114646319208
" ENSG00000248429.5|GASK1B-AS1",0.0709888421342112,0.044816517909817,0.0117656118457313
" ENSG00000105404.11|RABAC1",0.065543757314866,0.0355250250331999,0.0150802344445307
" ENSG00000189050.16|RNFT1",0.0144589749929976,0.0193826870189728,0.00993276015967106
" ENSG00000175221.16|MED16",0.012951674927044,0.0137031383325221,0.0125403982524954
" ENSG00000104369.5|JPH1",0.0685536230807287,0.00418321118356813,0.00796366801811996
" ENSG00000151689.13|INPP1",0.0405649374429199,0.0859572629439611,0.0144711712067098
" ENSG00000119318.13|RAD23B",0.00284377159503742,0.00651195207603983,0.0139030226523661
" ENSG00000197586.13|ENTPD6",0.0283277302431447,0.0290700358919326,0.0167168359004413
" ENSG00000163781.14|TOPBP1",0.0144033390127404,0.132248011924096,0.00879749157444874
" ENSG00000134253.10|TRIM45",0.0266119152778755,0.108123962626811,0.00904172173995987
" ENSG00000223891.7|OSER1-DT",0.0618231802468587,0.0563846836297936,0.0158844934103182
" ENSG00000168309.18|FAM107A",0.0261518740888187,0.043351321364507,0.00717456570811359
" ENSG00000108840.16|HDAC5",0.0361694198485536,0.063622046259851,0.0176650430478642
" ENSG00000110717.13|NDUFS8",0.0133011206852353,0.0853603034762822,0.00858249577175518
" ENSG00000074966.11|TXK",0.170685210153179,0.0196216685572374,0.01001742806467
" ENSG00000174136.13|RGMB",0.00749899828990341,0.00361688152468664,0.00363870511885256
" ENSG00000162337.12|LRP5",0.0129942215125031,0.063328212373658,0.00749157483225715
" ENSG00000186523.15|FAM86B1",0.104488982443397,0.0161658900459486,0.0114154249217408
" ENSG00000133561.15|GIMAP6",0.0306955106944888,0.0246435180315464,0.0149601388859039
" ENSG00000100330.16|MTMR3",0.0486093964851137,0.0627137829353858,0.0174864314086529
" ENSG00000238227.8|TMEM250",0.0286908742047033,0.0458309024829131,0.0147735504842362
" ENSG00000101843.19|PSMD10",0.0296053391178774,0.0338596995199088,0.0198816084482787
" ENSG00000277443.3|MARCKS",0.0193710888333265,0.0201345000369745,0.0133271390594979
" ENSG00000163625.17|WDFY3",0.0240810617510355,0.0149353776371236,0.00708252792557715
" ENSG00000167118.11|URM1",0.022987392016226,0.0224599825937795,0.0134658483487639
" ENSG00000103855.18|CD276",0.0267888497317289,0.0319001083386005,0.013325053582156
" ENSG00000164934.15|DCAF13",0.040262164579996,0.045186916093761,0.0202289886820432
" ENSG00000155629.15|PIK3AP1",0.140592838180699,0.0344879752111824,0.0192416807325976
" ENSG00000188313.13|PLSCR1",0.00529414977193674,0.00299162987929841,0.00359105025682494
" ENSG00000100030.15|MAPK1",0.0369860606919733,0.0475789950552832,0.0229083692566117
" ENSG00000236493.2|EIF2S2P3",0.0948786683568741,0.14990318309684,0.0124660613087108
" ENSG00000154305.18|MIA3",0.0557062131040236,0.0327870482975778,0.0188997749399461
" ENSG00000289059.1|ENSG00000289059",0.224356171244147,0.0366649588036355,0.0192870332493236
" ENSG00000215483.12|LINC00598",0.0329633106521878,0.0183482158788137,0.0101218676861382
" ENSG00000155792.10|DEPTOR",0.0011332675246134,0.000592486248729207,0.00161926837684867
" ENSG00000112200.17|ZNF451",0.0330187302288163,0.0534321410077527,0.0174408610643881
" ENSG00000164209.17|SLC25A46",0.0164241913346294,0.0269753879565489,0.00934208098341036
" ENSG00000099849.15|RASSF7",0.116910163537172,0.207319181397015,0.0139320035488627
" ENSG00000136021.19|SCYL2",0.00430591407493944,0.00305422235919579,0.0124801003955675
